algorithm, n (maze size), diagonal movement allowed, m (steps before change in maze), time (ns), path lengthdstar, 10, True, 5, 630000, 2
dstar, 10, True, 5, 659000, 2
dstar, 10, True, 5, 635000, 2
dstar, 10, True, 5, 644000, 2
dstar, 10, True, 5, 635000, 2
dstar, 10, True, 5, 652000, 2
dstar, 10, True, 5, 641000, 2
dstar, 10, True, 5, 640000, 2
dstar, 10, True, 5, 644000, 2
dstar, 10, True, 5, 639000, 2
dstar, 50, True, 5, 926978000, 41
dstar, 50, True, 5, 888336000, 41
dstar, 50, True, 5, 1056139000, 41
dstar, 50, True, 5, 1030281000, 41
dstar, 50, True, 5, 1052015000, 41
dstar, 50, True, 5, 1721366000, 41
dstar, 50, True, 5, 921102000, 41
dstar, 50, True, 5, 974779000, 41
dstar, 50, True, 5, 1240222000, 41
dstar, 50, True, 5, 1863529000, 41
dstar, 100, True, 5, 8524209000, 80
dstar, 100, True, 5, 8121731000, 80
dstar, 100, True, 5, 8174882000, 80
dstar, 100, True, 5, 8742920000, 80
dstar, 100, True, 5, 9197958000, 80
dstar, 100, True, 5, 9601208000, 80
dstar, 100, True, 5, 9804180000, 80
dstar, 100, True, 5, 8720922000, 80
dstar, 100, True, 5, 10149926000, 80
dstar, 100, True, 5, 8224924000, 80
dstar, 10, False, 5, 346000, 4
dstar, 10, False, 5, 340000, 4
dstar, 10, False, 5, 341000, 4
dstar, 10, False, 5, 418000, 4
dstar, 10, False, 5, 341000, 4
dstar, 10, False, 5, 344000, 4
dstar, 10, False, 5, 340000, 4
dstar, 10, False, 5, 358000, 4
dstar, 10, False, 5, 359000, 4
dstar, 10, False, 5, 342000, 4
dstar, 50, False, 5, 54459000, 159
dstar, 50, False, 5, 53102000, 159
dstar, 50, False, 5, 53786000, 159
dstar, 50, False, 5, 52551000, 159
dstar, 50, False, 5, 56428000, 159
dstar, 50, False, 5, 53725000, 159
dstar, 50, False, 5, 53575000, 159
dstar, 50, False, 5, 54594000, 159
dstar, 50, False, 5, 54666000, 159
dstar, 50, False, 5, 54395000, 159
dstar, 100, False, 5, 309353000, 452
dstar, 100, False, 5, 321879000, 452
dstar, 100, False, 5, 305575000, 452
dstar, 100, False, 5, 340421000, 452
dstar, 100, False, 5, 338647000, 452
dstar, 100, False, 5, 304781000, 452
dstar, 100, False, 5, 320403000, 452
dstar, 100, False, 5, 300025000, 452
dstar, 100, False, 5, 340397000, 452
dstar, 100, False, 5, 488127000, 452
bfs, 10, True, 5, 447000, 2
bfs, 10, True, 5, 704000, 2
bfs, 10, True, 5, 477000, 2
bfs, 10, True, 5, 434000, 2
bfs, 10, True, 5, 648000, 2
bfs, 10, True, 5, 450000, 2
bfs, 10, True, 5, 850000, 2
bfs, 10, True, 5, 669000, 2
bfs, 10, True, 5, 434000, 2
bfs, 10, True, 5, 1725000, 2
bfs, 50, True, 5, 115841000, 41
bfs, 50, True, 5, 97984000, 41
bfs, 50, True, 5, 133058000, 41
bfs, 50, True, 5, 107461000, 41
bfs, 50, True, 5, 89671000, 41
bfs, 50, True, 5, 89192000, 41
bfs, 50, True, 5, 90171000, 41
bfs, 50, True, 5, 102354000, 41
bfs, 50, True, 5, 258700000, 41
bfs, 50, True, 5, 91267000, 41
bfs, 100, True, 5, 989400000, 79
bfs, 100, True, 5, 910021000, 79
bfs, 100, True, 5, 821320000, 79
bfs, 100, True, 5, 807626000, 79
bfs, 100, True, 5, 913604000, 79
bfs, 100, True, 5, 724826000, 79
bfs, 100, True, 5, 905161000, 79
bfs, 100, True, 5, 836889000, 79
bfs, 100, True, 5, 879863000, 79
bfs, 100, True, 5, 781027000, 79
bfs, 10, False, 5, 264000, 4
bfs, 10, False, 5, 269000, 4
bfs, 10, False, 5, 262000, 4
bfs, 10, False, 5, 261000, 4
bfs, 10, False, 5, 260000, 4
bfs, 10, False, 5, 259000, 4
bfs, 10, False, 5, 397000, 4
bfs, 10, False, 5, 265000, 4
bfs, 10, False, 5, 264000, 4
bfs, 10, False, 5, 258000, 4
bfs, 50, False, 5, 291869000, 127
bfs, 50, False, 5, 249151000, 127
bfs, 50, False, 5, 274600000, 127
bfs, 50, False, 5, 415221000, 127
bfs, 50, False, 5, 255071000, 127
bfs, 50, False, 5, 193932000, 127
bfs, 50, False, 5, 298410000, 127
bfs, 50, False, 5, 261532000, 127
bfs, 50, False, 5, 179366000, 127
bfs, 50, False, 5, 178739000, 127
bfs, 100, False, 5, 2078322000, 296
bfs, 100, False, 5, 2047094000, 296
bfs, 100, False, 5, 1914341000, 296
bfs, 100, False, 5, 2208843000, 296
bfs, 100, False, 5, 2253496000, 296
bfs, 100, False, 5, 2258099000, 296
bfs, 100, False, 5, 1934062000, 296
bfs, 100, False, 5, 2018196000, 296
bfs, 100, False, 5, 2175545000, 296
bfs, 100, False, 5, 1588533000, 296
